,STATE/UT,MURDER,RAPE,ROBBERY,RIOTS,StateLabel,Time
2503,MADHYA PRADESH,27,80,35,34,19,0
2504,MADHYA PRADESH,66,110,42,168,19,4
2505,MADHYA PRADESH,33,84,6,21,19,23
2506,MADHYA PRADESH,18,46,15,50,19,5
2507,MADHYA PRADESH,41,68,13,7,19,20
2508,MADHYA PRADESH,44,134,12,38,19,5
2509,MADHYA PRADESH,30,196,41,119,19,6
2510,MADHYA PRADESH,42,142,11,40,19,21
2511,MADHYA PRADESH,65,104,74,76,19,24
2512,MADHYA PRADESH,69,282,40,87,19,4
2513,MADHYA PRADESH,60,128,43,35,19,22
2514,MADHYA PRADESH,21,148,8,22,19,24
2515,MADHYA PRADESH,36,94,19,12,19,22
2516,MADHYA PRADESH,40,148,63,114,19,0
2517,MADHYA PRADESH,12,42,4,27,19,6
2518,MADHYA PRADESH,78,122,32,53,19,6
2519,MADHYA PRADESH,61,102,29,31,19,1
2520,MADHYA PRADESH,31,124,11,18,19,21
2521,MADHYA PRADESH,59,86,22,27,19,6
2522,MADHYA PRADESH,62,130,58,100,19,0
2523,MADHYA PRADESH,23,60,10,14,19,6
2524,MADHYA PRADESH,48,200,14,57,19,22
2525,MADHYA PRADESH,2379,5750,1526,2479,19,20
2526,MAHARASHTRA,98,82,108,175,20,1
2527,MAHARASHTRA,55,76,57,108,20,1
2528,MAHARASHTRA,19,34,45,95,20,3
2529,MAHARASHTRA,60,112,21,95,20,0
2530,MAHARASHTRA,31,24,36,114,20,24
2531,MAHARASHTRA,41,20,44,157,20,0
2532,MAHARASHTRA,57,48,59,391,20,24
2533,MAHARASHTRA,22,72,12,77,20,24
2534,MAHARASHTRA,48,78,38,131,20,5
2535,MAHARASHTRA,59,62,24,126,20,2
2536,MAHARASHTRA,32,22,8,88,20,5
2537,MAHARASHTRA,47,62,11,26,20,22
2538,MAHARASHTRA,27,60,23,47,20,22
2539,MAHARASHTRA,35,26,34,83,20,0
2540,MAHARASHTRA,83,72,40,169,20,0
2541,MAHARASHTRA,53,20,39,151,20,5
2542,MAHARASHTRA,54,30,28,127,20,22
2543,MAHARASHTRA,61,44,31,188,20,23
2544,MAHARASHTRA,253,374,302,213,20,3
2545,MAHARASHTRA,7,2,29,8,20,20
2546,MAHARASHTRA,112,82,178,199,20,22
2547,MAHARASHTRA,5,4,13,10,20,6
2548,MAHARASHTRA,71,96,49,128,20,2
2549,MAHARASHTRA,91,62,68,235,20,1
2550,MAHARASHTRA,35,40,5,68,20,6
2551,MAHARASHTRA,19,30,17,80,20,23
2552,MAHARASHTRA,97,66,29,293,20,21
2553,MAHARASHTRA,61,34,99,97,20,5
2554,MAHARASHTRA,46,52,22,134,20,24
2555,MAHARASHTRA,42,26,51,109,20,20
2556,MAHARASHTRA,100,126,130,524,20,20
2557,MAHARASHTRA,4,0,4,3,20,2
2558,MAHARASHTRA,132,62,70,137,20,6
2559,MAHARASHTRA,61,38,19,146,20,2
2560,MAHARASHTRA,16,46,12,76,20,6
2561,MAHARASHTRA,69,60,21,122,20,6
2562,MAHARASHTRA,59,44,36,111,20,21
2563,MAHARASHTRA,10,10,11,45,20,0
2564,MAHARASHTRA,20,38,39,55,20,21
2565,MAHARASHTRA,96,82,34,140,20,6
2566,MAHARASHTRA,115,114,159,244,20,0
2567,MAHARASHTRA,144,120,83,193,20,3
2568,MAHARASHTRA,42,62,41,65,20,22
2569,MAHARASHTRA,28,38,17,111,20,3
2570,MAHARASHTRA,79,124,33,86,20,22
2571,MAHARASHTRA,2696,2776,2229,5980,20,4
2572,MANIPUR,19,6,0,14,21,23
2573,MANIPUR,6,2,0,0,21,5
2574,MANIPUR,26,0,0,0,21,1
2575,MANIPUR,24,14,1,28,21,20
2576,MANIPUR,28,18,1,55,21,20
2577,MANIPUR,7,0,1,5,21,6
2578,MANIPUR,1,0,0,0,21,24
2579,MANIPUR,38,22,0,10,21,21
2580,MANIPUR,10,0,0,3,21,6
2581,MANIPUR,159,62,3,115,21,2
2582,MEGHALAYA,7,0,10,0,22,24
2583,MEGHALAYA,5,2,1,0,22,4
2584,MEGHALAYA,17,24,3,2,22,3
2585,MEGHALAYA,32,22,5,0,22,6
2586,MEGHALAYA,33,34,46,0,22,20
2587,MEGHALAYA,14,18,6,0,22,23
2588,MEGHALAYA,16,8,10,0,22,4
2589,MEGHALAYA,124,108,81,2,22,5
2590,MIZORAM,10,12,2,1,23,22
2591,MIZORAM,6,6,1,0,23,24
2592,MIZORAM,4,4,1,0,23,22
2593,MIZORAM,3,2,1,0,23,22
2594,MIZORAM,4,4,1,1,23,6
2595,MIZORAM,3,4,0,0,23,20
2596,MIZORAM,3,2,0,0,23,24
2597,MIZORAM,2,6,0,0,23,24
2598,MIZORAM,35,40,6,2,23,21
2599,NAGALAND,22,4,93,0,24,2
2600,NAGALAND,0,0,1,0,24,4
2601,NAGALAND,12,20,14,0,24,1
2602,NAGALAND,6,2,1,0,24,20
2603,NAGALAND,6,0,4,0,24,1
2604,NAGALAND,3,4,0,0,24,1
2605,NAGALAND,6,2,0,0,24,1
2606,NAGALAND,10,2,2,5,24,3
2607,NAGALAND,4,0,0,1,24,23
2608,NAGALAND,1,2,2,0,24,1
2609,NAGALAND,70,36,117,6,24,3
2610,ODISHA,51,54,19,94,25,3
2611,ODISHA,29,88,32,46,25,2
2612,ODISHA,33,44,19,81,25,22
2613,ODISHA,18,32,43,36,25,5
2614,ODISHA,23,62,13,39,25,6
2615,ODISHA,32,66,31,92,25,0
2616,ODISHA,9,14,3,22,25,24
2617,ODISHA,41,90,129,77,25,20
2618,ODISHA,15,26,9,18,25,23
2619,ODISHA,35,38,24,95,25,6
2620,ODISHA,17,10,1,21,25,3
2621,ODISHA,62,30,37,95,25,3
2622,ODISHA,27,38,31,24,25,6
2623,ODISHA,27,30,42,72,25,6
2624,ODISHA,15,24,4,22,25,6
2625,ODISHA,21,44,26,59,25,23
2626,ODISHA,23,52,13,22,25,1
2627,ODISHA,31,38,19,18,25,2
2628,ODISHA,60,78,24,56,25,21
2629,ODISHA,61,88,174,69,25,0
2630,ODISHA,56,80,28,72,25,6
2631,ODISHA,43,38,4,7,25,21
2632,ODISHA,77,168,29,25,25,3
2633,ODISHA,30,34,20,11,25,24
2634,ODISHA,14,32,14,40,25,3
2635,ODISHA,6,20,7,36,25,23
2636,ODISHA,40,72,49,44,25,4
2637,ODISHA,25,38,5,47,25,24
2638,ODISHA,14,20,19,10,25,24
2639,ODISHA,43,44,38,37,25,6
2640,ODISHA,9,10,8,9,25,1
2641,ODISHA,4,0,8,1,25,5
2642,ODISHA,7,4,5,3,25,2
2643,ODISHA,68,34,25,33,25,2
2644,ODISHA,1066,1540,952,1433,25,22
2645,PUNJAB,48,50,6,0,27,24
2646,PUNJAB,12,26,5,0,27,20
2647,PUNJAB,27,16,0,0,27,0
2648,PUNJAB,36,44,0,0,27,20
2649,PUNJAB,19,26,2,0,27,5
2650,PUNJAB,26,8,1,0,27,3
2651,PUNJAB,50,60,2,0,27,20
2652,PUNJAB,9,0,1,16,27,5
2653,PUNJAB,19,32,2,0,27,22
2654,PUNJAB,35,46,3,0,27,20
2655,PUNJAB,29,40,4,0,27,6
2656,PUNJAB,74,62,6,0,27,22
2657,PUNJAB,22,24,1,0,27,6
2658,PUNJAB,20,16,3,0,27,0
2659,PUNJAB,53,96,8,0,27,0
2660,PUNJAB,34,28,5,0,27,3
2661,PUNJAB,28,16,2,0,27,6
2662,PUNJAB,35,22,0,0,27,21
2663,PUNJAB,16,14,1,0,27,24
2664,PUNJAB,23,28,11,0,27,22
2665,PUNJAB,49,40,10,0,27,22
2666,PUNJAB,25,16,1,0,27,22
2667,PUNJAB,44,42,7,0,27,2
2668,PUNJAB,42,28,5,0,27,4
2669,PUNJAB,775,780,86,16,27,5
2670,RAJASTHAN,41,96,47,60,28,1
2671,RAJASTHAN,60,86,31,85,28,2
2672,RAJASTHAN,26,40,9,142,28,3
2673,RAJASTHAN,35,100,11,25,28,0
2674,RAJASTHAN,15,28,7,28,28,6
2675,RAJASTHAN,92,88,26,3,28,21
2676,RAJASTHAN,37,88,55,186,28,6
2677,RAJASTHAN,52,82,8,1,28,23
2678,RAJASTHAN,17,94,17,88,28,6
2679,RAJASTHAN,51,134,40,138,28,24
2680,RAJASTHAN,32,30,1,34,28,6
2681,RAJASTHAN,30,28,5,87,28,24
2682,RAJASTHAN,32,62,22,65,28,23
2683,RAJASTHAN,26,34,13,132,28,20
2684,RAJASTHAN,3,2,3,8,28,2
2685,RAJASTHAN,58,100,12,20,28,6
2686,RAJASTHAN,49,76,15,11,28,2
2687,RAJASTHAN,83,162,63,821,28,4
2688,RAJASTHAN,5,4,0,20,28,21
2689,RAJASTHAN,30,10,8,11,28,22
2690,RAJASTHAN,46,80,38,90,28,0
2691,RAJASTHAN,32,52,8,86,28,5
2692,RAJASTHAN,49,38,23,77,28,21
2693,RAJASTHAN,26,90,14,3,28,0
2694,RAJASTHAN,47,84,50,59,28,0
2695,RAJASTHAN,54,50,7,20,28,0
2696,RAJASTHAN,42,62,19,39,28,23
2697,RAJASTHAN,18,14,7,58,28,6
2698,RAJASTHAN,22,56,6,4,28,3
2699,RAJASTHAN,39,36,6,239,28,2
2700,RAJASTHAN,44,28,18,40,28,4
2701,RAJASTHAN,27,28,9,127,28,1
2702,RAJASTHAN,59,114,75,294,28,24
2703,RAJASTHAN,1279,2076,673,3101,28,24
2704,SIKKIM,4,2,4,22,29,24
2705,SIKKIM,3,0,0,2,29,0
2706,SIKKIM,4,4,0,15,29,24
2707,SIKKIM,5,0,1,37,29,1
2708,SIKKIM,16,6,5,76,29,23
2709,TAMIL NADU,79,66,26,87,30,24
2710,TAMIL NADU,67,60,47,33,30,5
2711,TAMIL NADU,1,0,5,7,30,22
2712,TAMIL NADU,64,46,31,295,30,6
2713,TAMIL NADU,17,8,17,194,30,22
2714,TAMIL NADU,55,36,17,223,30,2
2715,TAMIL NADU,39,44,10,173,30,23
2716,TAMIL NADU,52,36,20,35,30,24
2717,TAMIL NADU,59,26,20,24,30,1
2718,TAMIL NADU,48,34,9,76,30,5
2719,TAMIL NADU,30,6,7,4,30,21
2720,TAMIL NADU,19,8,6,26,30,5
2721,TAMIL NADU,46,18,9,170,30,5
2722,TAMIL NADU,57,58,35,102,30,24
2723,TAMIL NADU,16,16,18,71,30,6
2724,TAMIL NADU,32,18,3,44,30,22
2725,TAMIL NADU,31,14,3,87,30,5
2726,TAMIL NADU,14,28,6,26,30,24
2727,TAMIL NADU,33,30,8,56,30,3
2728,TAMIL NADU,30,22,5,161,30,0
2729,TAMIL NADU,37,20,6,122,30,20
2730,TAMIL NADU,73,112,28,160,30,5
2731,TAMIL NADU,22,22,3,12,30,22
2732,TAMIL NADU,29,26,7,31,30,5
2733,TAMIL NADU,48,24,10,111,30,5
2734,TAMIL NADU,31,10,8,93,30,22
2735,TAMIL NADU,63,60,13,4,30,3
2736,TAMIL NADU,19,6,7,12,30,20
2737,TAMIL NADU,20,32,5,97,30,22
2738,TAMIL NADU,30,54,9,172,30,0
2739,TAMIL NADU,24,14,2,55,30,23
2740,TAMIL NADU,59,70,15,6,30,6
2741,TAMIL NADU,0,0,3,3,30,23
2742,TAMIL NADU,58,32,5,71,30,20
2743,TAMIL NADU,13,0,1,5,30,3
2744,TAMIL NADU,60,34,6,244,30,1
2745,TAMIL NADU,68,110,21,275,30,0
2746,TAMIL NADU,36,36,13,66,30,24
2747,TAMIL NADU,1479,1236,464,3433,30,0
2748,TRIPURA,24,30,7,35,31,21
2749,TRIPURA,26,92,14,25,31,21
2750,TRIPURA,42,102,12,30,31,2
2751,TRIPURA,97,96,13,58,31,0
2752,TRIPURA,189,320,46,148,31,6
2753,UTTAR PRADESH,125,64,61,217,32,0
2754,UTTAR PRADESH,193,116,111,192,32,1
2755,UTTAR PRADESH,144,46,55,174,32,0
2756,UTTAR PRADESH,37,20,28,20,32,21
2757,UTTAR PRADESH,47,8,10,22,32,23
2758,UTTAR PRADESH,110,32,90,109,32,4
2759,UTTAR PRADESH,212,70,60,39,32,6
2760,UTTAR PRADESH,85,22,33,32,32,20
2761,UTTAR PRADESH,45,32,12,29,32,20
2762,UTTAR PRADESH,49,12,12,75,32,22
2763,UTTAR PRADESH,22,10,2,9,32,4
2764,UTTAR PRADESH,66,42,16,21,32,20
2765,UTTAR PRADESH,49,50,19,39,32,3
2766,UTTAR PRADESH,214,82,97,113,32,24
2767,UTTAR PRADESH,34,14,12,35,32,21
2768,UTTAR PRADESH,86,50,26,55,32,3
2769,UTTAR PRADESH,199,80,78,74,32,3
2770,UTTAR PRADESH,23,10,14,12,32,22
2771,UTTAR PRADESH,25,20,1,7,32,20
2772,UTTAR PRADESH,44,24,16,78,32,5
2773,UTTAR PRADESH,148,52,40,67,32,23
2774,UTTAR PRADESH,71,18,27,29,32,5
2775,UTTAR PRADESH,50,24,15,28,32,22
2776,UTTAR PRADESH,89,20,34,21,32,5
2777,UTTAR PRADESH,87,20,14,7,32,0
2778,UTTAR PRADESH,123,20,70,65,32,3
2779,UTTAR PRADESH,15,4,40,8,32,22
2780,UTTAR PRADESH,63,40,39,45,32,22
2781,UTTAR PRADESH,190,50,65,65,32,23
2782,UTTAR PRADESH,61,8,25,52,32,24
2783,UTTAR PRADESH,52,28,11,30,32,23
2784,UTTAR PRADESH,98,48,47,115,32,5
2785,UTTAR PRADESH,50,24,12,13,32,23
2786,UTTAR PRADESH,116,74,35,19,32,3
2787,UTTAR PRADESH,66,32,56,99,32,1
2788,UTTAR PRADESH,76,54,44,44,32,0
2789,UTTAR PRADESH,88,14,21,23,32,6
2790,UTTAR PRADESH,53,38,40,55,32,3
2791,UTTAR PRADESH,70,32,19,46,32,21
2792,UTTAR PRADESH,66,10,19,26,32,20
2793,UTTAR PRADESH,46,26,12,48,32,5
2794,UTTAR PRADESH,149,40,62,96,32,2
2795,UTTAR PRADESH,65,28,17,9,32,0
2796,UTTAR PRADESH,113,86,34,58,32,23
2797,UTTAR PRADESH,46,26,23,77,32,3
2798,UTTAR PRADESH,16,8,2,19,32,0
2799,UTTAR PRADESH,173,92,109,150,32,22
2800,UTTAR PRADESH,25,16,7,27,32,21
2801,UTTAR PRADESH,36,12,4,6,32,0
2802,UTTAR PRADESH,127,16,47,64,32,3
2803,UTTAR PRADESH,96,48,51,80,32,1
2804,UTTAR PRADESH,42,6,27,69,32,23
2805,UTTAR PRADESH,225,66,146,131,32,2
2806,UTTAR PRADESH,36,24,24,23,32,5
2807,UTTAR PRADESH,194,114,89,89,32,5
2808,UTTAR PRADESH,253,88,93,91,32,1
2809,UTTAR PRADESH,74,56,27,37,32,5
2810,UTTAR PRADESH,63,36,18,75,32,24
2811,UTTAR PRADESH,74,84,26,52,32,2
2812,UTTAR PRADESH,74,44,23,38,32,6
2813,UTTAR PRADESH,93,44,47,84,32,20
2814,UTTAR PRADESH,19,12,6,40,32,4
2815,UTTAR PRADESH,137,62,48,34,32,0
2816,UTTAR PRADESH,17,8,6,11,32,24
2817,UTTAR PRADESH,23,20,8,25,32,1
2818,UTTAR PRADESH,152,144,73,97,32,22
2819,UTTAR PRADESH,34,12,6,18,32,23
2820,UTTAR PRADESH,21,6,21,29,32,0
2821,UTTAR PRADESH,59,36,32,18,32,4
2822,UTTAR PRADESH,123,90,36,59,32,23
2823,UTTAR PRADESH,80,30,56,52,32,5
2824,UTTAR PRADESH,6126,2794,2606,3915,32,22
2825,UTTARAKHAND,10,2,6,9,33,2
2826,UTTARAKHAND,4,10,4,1,33,22
2827,UTTARAKHAND,5,8,1,14,33,0
2828,UTTARAKHAND,6,4,1,2,33,2
2829,UTTARAKHAND,42,42,24,78,33,1
2830,UTTARAKHAND,56,66,41,87,33,21
2831,UTTARAKHAND,43,12,23,29,33,20
2832,UTTARAKHAND,19,12,7,28,33,24
2833,UTTARAKHAND,5,18,7,15,33,22
2834,UTTARAKHAND,4,8,4,23,33,24
2835,UTTARAKHAND,11,8,0,14,33,1
2836,UTTARAKHAND,53,30,47,127,33,5
2837,UTTARAKHAND,4,10,0,17,33,0
2838,UTTARAKHAND,262,230,165,444,33,20
2839,WEST BENGAL,177,352,72,208,34,22
2840,WEST BENGAL,130,244,33,231,34,3
2841,WEST BENGAL,28,18,7,62,34,5
2842,WEST BENGAL,37,98,21,60,34,2
2843,WEST BENGAL,51,116,16,187,34,24
2844,WEST BENGAL,110,184,22,209,34,6
2845,WEST BENGAL,20,184,3,15,34,0
2846,WEST BENGAL,16,66,3,24,34,2
2847,WEST BENGAL,43,42,5,19,34,24
2848,WEST BENGAL,82,112,39,399,34,23
2849,WEST BENGAL,31,42,13,98,34,3
2850,WEST BENGAL,30,30,22,33,34,4
2851,WEST BENGAL,10,2,5,12,34,3
2852,WEST BENGAL,118,166,14,37,34,1
2853,WEST BENGAL,8,0,5,3,34,23
2854,WEST BENGAL,37,54,117,227,34,23
2855,WEST BENGAL,63,194,17,43,34,21
2856,WEST BENGAL,111,394,23,173,34,6
2857,WEST BENGAL,99,216,14,168,34,3
2858,WEST BENGAL,81,148,30,212,34,22
2859,WEST BENGAL,50,98,15,201,34,20
2860,WEST BENGAL,40,86,14,44,34,4
2861,WEST BENGAL,14,10,14,8,34,4
2862,WEST BENGAL,3,0,3,1,34,20
2863,WEST BENGAL,36,94,8,17,34,0
2864,WEST BENGAL,1425,2950,535,2691,34,0
2865,A & N ISLANDS,13,20,3,9,0,3
2866,A & N ISLANDS,2,0,0,0,0,2
2867,A & N ISLANDS,15,20,3,9,0,22
2868,CHANDIGARH,22,38,6,43,5,23
2869,CHANDIGARH,22,38,6,43,5,6
2870,D & N HAVELI,11,14,2,17,7,23
2871,D & N HAVELI,11,14,2,17,7,3
2872,DAMAN & DIU,2,2,1,19,8,22
2873,DAMAN & DIU,1,0,0,0,8,4
2874,DAMAN & DIU,3,2,1,19,8,0
2875,DELHI UT,16,54,18,8,9,4
2876,DELHI UT,481,1102,461,67,9,5
2877,DELHI UT,52,124,52,6,9,23
2878,DELHI UT,6,10,6,0,9,23
2879,DELHI UT,1,2,6,2,9,1
2880,DELHI UT,6,16,9,2,9,4
2881,DELHI UT,25,46,30,6,9,0
2882,DELHI UT,54,134,65,4,9,23
2883,DELHI UT,129,248,120,11,9,20
2884,DELHI UT,1,2,0,0,9,5
2885,DELHI UT,80,192,54,10,9,6
2886,DELHI UT,44,158,51,13,9,6
2887,DELHI UT,67,116,50,5,9,2
2888,LAKSHADWEEP,0,0,0,37,18,20
2889,LAKSHADWEEP,0,0,0,37,18,2
2890,PUDUCHERRY,25,8,1,147,26,0
2891,PUDUCHERRY,25,8,1,147,26,1
2892,ANDHRA PRADESH,108,106,20,68,1,1
2893,ANDHRA PRADESH,172,32,21,102,1,2
2894,ANDHRA PRADESH,105,70,24,87,1,3
2895,ANDHRA PRADESH,96,42,11,66,1,4
2896,ANDHRA PRADESH,150,88,95,44,1,1
2897,ANDHRA PRADESH,110,54,28,98,1,23
2898,ANDHRA PRADESH,12,0,4,1,1,20
2899,ANDHRA PRADESH,165,110,35,110,1,4
2900,ANDHRA PRADESH,108,134,125,96,1,20
2901,ANDHRA PRADESH,164,168,37,174,1,3
2902,ANDHRA PRADESH,110,42,25,151,1,3
2903,ANDHRA PRADESH,69,54,17,44,1,4
2904,ANDHRA PRADESH,140,58,16,125,1,5
2905,ANDHRA PRADESH,212,124,43,112,1,22
2906,ANDHRA PRADESH,133,72,24,32,1,6
2907,ANDHRA PRADESH,138,98,37,102,1,21
2908,ANDHRA PRADESH,86,66,26,66,1,21
2909,ANDHRA PRADESH,88,52,41,49,1,6
2910,ANDHRA PRADESH,106,54,19,56,1,24
2911,ANDHRA PRADESH,62,30,9,23,1,24
2912,ANDHRA PRADESH,11,0,2,0,1,21
2913,ANDHRA PRADESH,36,29,11,18,1,2
2914,ANDHRA PRADESH,41,64,31,9,1,1
2915,ANDHRA PRADESH,5,0,0,0,1,0
2916,ANDHRA PRADESH,55,36,12,47,1,5
2917,ANDHRA PRADESH,27,56,19,31,1,4
2918,ANDHRA PRADESH,43,24,6,12,1,6
2919,ANDHRA PRADESH,117,68,29,249,1,24
2920,ANDHRA PRADESH,81,138,27,54,1,22
2921,ANDHRA PRADESH,2750,1869,794,2026,1,3
2922,ARUNACHAL PRADESH,9,4,4,0,2,5
2923,ARUNACHAL PRADESH,4,0,1,0,2,1
2924,ARUNACHAL PRADESH,4,2,0,0,2,1
2925,ARUNACHAL PRADESH,4,4,3,0,2,4
2926,ARUNACHAL PRADESH,6,0,4,0,2,5
2927,ARUNACHAL PRADESH,14,6,5,0,2,20
2928,ARUNACHAL PRADESH,10,12,16,11,2,6
2929,ARUNACHAL PRADESH,3,26,19,2,2,20
2930,ARUNACHAL PRADESH,5,4,0,0,2,22
2931,ARUNACHAL PRADESH,4,6,6,4,2,21
2932,ARUNACHAL PRADESH,5,0,4,0,2,24
2933,ARUNACHAL PRADESH,4,4,10,5,2,5
2934,ARUNACHAL PRADESH,2,2,1,0,2,23
2935,ARUNACHAL PRADESH,3,0,3,1,2,24
2936,ARUNACHAL PRADESH,4,0,1,0,2,3
2937,ARUNACHAL PRADESH,81,70,77,23,2,20
2938,ASSAM,38,112,17,178,3,5
2939,ASSAM,21,18,8,6,3,1
2940,ASSAM,19,76,6,32,3,2
2941,ASSAM,0,0,0,0,3,2
2942,ASSAM,51,102,20,377,3,4
2943,ASSAM,17,34,3,6,3,3
2944,ASSAM,25,94,8,20,3,22
2945,ASSAM,20,104,9,22,3,24
2946,ASSAM,40,202,10,571,3,20
2947,ASSAM,113,114,23,38,3,23
2948,ASSAM,4,4,5,9,3,24
2949,ASSAM,31,80,12,93,3,1
2950,ASSAM,61,108,28,0,3,22
2951,ASSAM,39,76,96,60,3,0
2952,ASSAM,18,36,6,134,3,1
2953,ASSAM,51,58,10,17,3,24
2954,ASSAM,31,146,13,70,3,20
2955,ASSAM,76,16,11,37,3,2
2956,ASSAM,30,56,5,209,3,22
2957,ASSAM,46,72,14,87,3,24
2958,ASSAM,36,138,6,61,3,4
2959,ASSAM,22,104,6,72,3,23
2960,ASSAM,11,2,11,5,3,23
2961,ASSAM,88,298,42,286,3,23
2962,ASSAM,17,54,6,10,3,21
2963,ASSAM,10,16,3,18,3,2
2964,ASSAM,61,76,9,59,3,2
2965,ASSAM,87,154,27,258,3,4
2966,ASSAM,92,84,25,9,3,3
2967,ASSAM,39,42,12,16,3,21
2968,ASSAM,1194,2476,451,2760,3,2
2969,BIHAR,68,58,42,300,4,3
2970,BIHAR,28,2,14,30,4,5
2971,BIHAR,60,34,27,193,4,4
2972,BIHAR,40,16,4,141,4,4
2973,BIHAR,58,86,15,196,4,22
2974,BIHAR,128,40,56,160,4,23
2975,BIHAR,76,102,33,304,4,2
2976,BIHAR,58,28,21,82,4,3
2977,BIHAR,93,150,58,254,4,3
2978,BIHAR,158,28,46,194,4,6
2979,BIHAR,68,12,35,153,4,6
2980,BIHAR,44,130,20,211,4,22
2981,BIHAR,158,44,129,405,4,6
2982,BIHAR,74,48,53,188,4,22
2983,BIHAR,7,0,7,3,4,23
2984,BIHAR,93,66,44,109,4,2
2985,BIHAR,52,32,35,95,4,1
2986,BIHAR,78,176,34,124,4,3
2987,BIHAR,11,4,13,8,4,1
2988,BIHAR,48,28,39,140,4,6
2989,BIHAR,17,122,10,95,4,22
2990,BIHAR,57,6,33,56,4,21
2991,BIHAR,52,30,38,100,4,0
2992,BIHAR,69,84,31,313,4,0
2993,BIHAR,111,48,67,366,4,3
2994,BIHAR,95,36,64,154,4,4
2995,BIHAR,131,160,95,407,4,2
2996,BIHAR,26,2,15,19,4,22
2997,BIHAR,150,50,89,169,4,22
2998,BIHAR,43,12,40,109,4,4
2999,BIHAR,83,46,30,266,4,21
3000,BIHAR,436,114,633,484,4,0
3001,BIHAR,15,0,27,6,4,5
3002,BIHAR,113,78,95,152,4,0
3003,BIHAR,107,36,26,137,4,22
3004,BIHAR,17,22,28,185,4,2
3005,BIHAR,121,56,61,302,4,22
3006,BIHAR,125,64,24,170,4,20
3007,BIHAR,33,2,14,58,4,1
3008,BIHAR,11,18,6,78,4,4
3009,BIHAR,63,64,18,245,4,24
3010,BIHAR,93,54,119,182,4,1
3011,BIHAR,34,80,36,223,4,24
3012,BIHAR,69,26,50,105,4,0
3013,BIHAR,3471,2294,2374,7671,4,1
3014,CHHATTISGARH,29,72,14,24,6,6
3015,CHHATTISGARH,94,154,50,152,6,5
3016,CHHATTISGARH,76,10,4,13,6,6
3017,CHHATTISGARH,73,30,3,12,6,5
3018,CHHATTISGARH,11,52,3,20,6,20
3019,CHHATTISGARH,90,256,71,54,6,20
3020,CHHATTISGARH,5,4,6,5,6,1
3021,CHHATTISGARH,63,148,12,54,6,22
3022,CHHATTISGARH,50,86,8,102,6,0
3023,CHHATTISGARH,63,136,34,16,6,4
3024,CHHATTISGARH,16,48,1,23,6,1
3025,CHHATTISGARH,40,64,14,37,6,21
3026,CHHATTISGARH,35,54,15,33,6,0
3027,CHHATTISGARH,34,102,15,27,6,20
3028,CHHATTISGARH,19,50,10,13,6,24
3029,CHHATTISGARH,13,2,7,1,6,0
3030,CHHATTISGARH,62,70,30,61,6,24
3031,CHHATTISGARH,92,250,42,101,6,3
3032,CHHATTISGARH,40,162,16,29,6,4
3033,CHHATTISGARH,52,148,28,70,6,21
3034,CHHATTISGARH,56,82,18,46,6,21
3035,CHHATTISGARH,1013,1980,401,893,6,5
3036,GOA,22,22,15,32,10,22
3037,GOA,23,18,13,13,10,20
3038,GOA,45,40,28,45,10,3
3039,GUJARAT,76,70,159,150,11,0
3040,GUJARAT,28,14,29,48,11,24
3041,GUJARAT,5,10,1,3,11,6
3042,GUJARAT,24,22,18,28,11,23
3043,GUJARAT,20,14,17,20,11,23
3044,GUJARAT,35,16,14,29,11,1
3045,GUJARAT,66,28,164,190,11,1
3046,GUJARAT,48,18,26,54,11,23
3047,GUJARAT,20,18,23,19,11,23
3048,GUJARAT,26,24,20,60,11,0
3049,GUJARAT,41,28,14,45,11,23
3050,GUJARAT,33,26,43,67,11,24
3051,GUJARAT,30,28,18,42,11,1
3052,GUJARAT,35,18,33,61,11,20
3053,GUJARAT,30,12,55,71,11,0
3054,GUJARAT,15,12,2,19,11,21
3055,GUJARAT,14,12,7,5,11,3
3056,GUJARAT,40,22,20,34,11,1
3057,GUJARAT,50,24,23,28,11,20
3058,GUJARAT,24,12,13,38,11,1
3059,GUJARAT,10,2,13,7,11,4
3060,GUJARAT,24,14,31,64,11,3
3061,GUJARAT,35,36,27,76,11,5
3062,GUJARAT,86,46,56,118,11,24
3063,GUJARAT,46,18,17,27,11,2
3064,GUJARAT,30,26,23,77,11,2
3065,GUJARAT,26,10,20,174,11,23
3066,GUJARAT,70,42,16,40,11,22
3067,GUJARAT,34,22,17,29,11,2
3068,GUJARAT,12,4,47,5,11,2
3069,GUJARAT,1033,648,966,1628,11,23
3070,HARYANA,24,38,15,2,12,6
3071,HARYANA,47,36,19,134,12,6
3072,HARYANA,76,78,30,190,12,21
3073,HARYANA,21,18,6,11,12,23
3074,HARYANA,13,4,5,11,12,4
3075,HARYANA,65,34,40,67,12,4
3076,HARYANA,51,50,28,45,12,22
3077,HARYANA,60,26,28,53,12,22
3078,HARYANA,37,28,10,69,12,4
3079,HARYANA,23,38,6,0,12,23
3080,HARYANA,46,100,27,44,12,0
3081,HARYANA,25,48,18,0,12,22
3082,HARYANA,12,30,6,49,12,2
3083,HARYANA,19,68,10,91,12,23
3084,HARYANA,9,16,3,4,12,3
3085,HARYANA,42,112,34,32,12,1
3086,HARYANA,33,26,16,36,12,2
3087,HARYANA,48,58,31,37,12,5
3088,HARYANA,31,30,11,16,12,4
3089,HARYANA,73,56,35,8,12,5
