,STATE/UT,MURDER,RAPE,ROBBERY,RIOTS,StateLabel,Time
3090,HARYANA,29,28,12,0,12,4
3091,HARYANA,784,922,390,899,12,4
3092,HIMACHAL PRADESH,13,16,1,28,13,1
3093,HIMACHAL PRADESH,9,24,1,12,13,24
3094,HIMACHAL PRADESH,0,0,0,0,13,1
3095,HIMACHAL PRADESH,4,8,0,32,13,0
3096,HIMACHAL PRADESH,21,46,4,97,13,22
3097,HIMACHAL PRADESH,3,8,1,10,13,20
3098,HIMACHAL PRADESH,10,38,8,49,13,5
3099,HIMACHAL PRADESH,0,0,0,0,13,3
3100,HIMACHAL PRADESH,7,16,2,46,13,20
3101,HIMACHAL PRADESH,15,64,3,122,13,0
3102,HIMACHAL PRADESH,12,22,0,58,13,4
3103,HIMACHAL PRADESH,6,30,2,65,13,4
3104,HIMACHAL PRADESH,10,10,0,39,13,5
3105,HIMACHAL PRADESH,110,282,22,558,13,24
3106,JAMMU & KASHMIR,37,18,22,47,14,3
3107,JAMMU & KASHMIR,29,14,1,17,14,3
3108,JAMMU & KASHMIR,78,32,11,134,14,6
3109,JAMMU & KASHMIR,7,10,0,19,14,1
3110,JAMMU & KASHMIR,27,12,2,118,14,20
3111,JAMMU & KASHMIR,2,0,0,0,14,24
3112,JAMMU & KASHMIR,0,0,0,0,14,1
3113,JAMMU & KASHMIR,66,14,0,24,14,22
3114,JAMMU & KASHMIR,13,10,7,52,14,6
3115,JAMMU & KASHMIR,17,20,6,41,14,22
3116,JAMMU & KASHMIR,22,40,1,69,14,6
3117,JAMMU & KASHMIR,0,2,0,2,14,0
3118,JAMMU & KASHMIR,12,24,2,15,14,0
3119,JAMMU & KASHMIR,39,24,11,60,14,20
3120,JAMMU & KASHMIR,22,22,0,96,14,5
3121,JAMMU & KASHMIR,1,10,0,13,14,2
3122,JAMMU & KASHMIR,35,14,0,50,14,3
3123,JAMMU & KASHMIR,42,14,14,191,14,2
3124,JAMMU & KASHMIR,0,0,0,0,14,3
3125,JAMMU & KASHMIR,51,42,2,91,14,4
3126,JAMMU & KASHMIR,50,12,0,14,14,4
3127,JAMMU & KASHMIR,33,2,0,0,14,5
3128,JAMMU & KASHMIR,52,36,36,147,14,20
3129,JAMMU & KASHMIR,12,30,1,22,14,21
3130,JAMMU & KASHMIR,647,402,116,1222,14,1
3131,JHARKHAND,49,72,45,128,15,3
3132,JHARKHAND,115,106,21,27,15,4
3133,JHARKHAND,27,22,20,82,15,5
3134,JHARKHAND,51,92,15,164,15,4
3135,JHARKHAND,97,64,52,296,15,24
3136,JHARKHAND,5,4,22,4,15,1
3137,JHARKHAND,52,76,5,135,15,3
3138,JHARKHAND,47,34,17,132,15,21
3139,JHARKHAND,63,56,36,222,15,5
3140,JHARKHAND,44,92,11,142,15,1
3141,JHARKHAND,140,90,27,31,15,20
3142,JHARKHAND,104,114,82,279,15,0
3143,JHARKHAND,87,74,49,85,15,0
3144,JHARKHAND,8,0,7,1,15,0
3145,JHARKHAND,19,0,5,70,15,21
3146,JHARKHAND,26,24,18,41,15,22
3147,JHARKHAND,34,24,13,14,15,24
3148,JHARKHAND,51,50,28,58,15,4
3149,JHARKHAND,35,60,5,90,15,5
3150,JHARKHAND,69,54,34,217,15,6
3151,JHARKHAND,239,199,190,174,15,22
3152,JHARKHAND,47,88,12,70,15,1
3153,JHARKHAND,49,66,7,52,15,2
3154,JHARKHAND,65,40,11,10,15,2
3155,JHARKHAND,1523,1501,732,2524,15,24
3156,KARNATAKA,43,8,9,204,16,0
3157,KARNATAKA,242,76,594,377,16,3
3158,KARNATAKA,171,32,58,599,16,6
3159,KARNATAKA,116,26,36,311,16,3
3160,KARNATAKA,58,34,31,263,16,1
3161,KARNATAKA,38,10,22,165,16,24
3162,KARNATAKA,49,36,18,326,16,4
3163,KARNATAKA,24,14,3,89,16,6
3164,KARNATAKA,35,32,12,135,16,3
3165,KARNATAKA,21,30,12,230,16,3
3166,KARNATAKA,35,28,37,221,16,4
3167,KARNATAKA,40,28,24,184,16,3
3168,KARNATAKA,15,0,22,73,16,0
3169,KARNATAKA,22,8,3,80,16,5
3170,KARNATAKA,20,2,4,123,16,4
3171,KARNATAKA,115,32,27,472,16,24
3172,KARNATAKA,63,20,31,161,16,22
3173,KARNATAKA,25,8,3,233,16,23
3174,KARNATAKA,8,10,4,52,16,1
3175,KARNATAKA,34,20,8,44,16,24
3176,KARNATAKA,73,40,30,359,16,21
3177,KARNATAKA,29,16,7,136,16,2
3178,KARNATAKA,43,34,13,197,16,5
3179,KARNATAKA,27,16,87,43,16,23
3180,KARNATAKA,43,28,13,178,16,6
3181,KARNATAKA,41,16,9,217,16,4
3182,KARNATAKA,17,0,6,9,16,23
3183,KARNATAKA,50,34,25,227,16,20
3184,KARNATAKA,64,28,28,226,16,2
3185,KARNATAKA,26,14,15,146,16,4
3186,KARNATAKA,22,6,11,71,16,6
3187,KARNATAKA,1609,686,1202,6151,16,3
3188,KERALA,23,44,28,288,17,6
3189,KERALA,10,2,1,11,17,21
3190,KERALA,15,14,40,169,17,22
3191,KERALA,25,30,30,332,17,2
3192,KERALA,26,56,20,223,17,0
3193,KERALA,23,50,15,616,17,1
3194,KERALA,10,50,24,439,17,2
3195,KERALA,40,94,53,544,17,3
3196,KERALA,24,50,34,361,17,20
3197,KERALA,11,26,30,238,17,1
3198,KERALA,6,72,10,464,17,0
3199,KERALA,28,100,22,629,17,21
3200,KERALA,37,106,17,374,17,24
3201,KERALA,22,28,14,171,17,5
3202,KERALA,0,0,6,4,17,0
3203,KERALA,41,76,79,563,17,6
3204,KERALA,8,20,91,325,17,22
3205,KERALA,30,72,95,602,17,23
3206,KERALA,9,66,12,182,17,24
3207,KERALA,388,956,621,6535,17,20
3208,MADHYA PRADESH,25,62,18,9,19,5
3209,MADHYA PRADESH,36,94,10,30,19,23
3210,MADHYA PRADESH,65,116,7,48,19,20
3211,MADHYA PRADESH,43,82,7,33,19,3
3212,MADHYA PRADESH,66,272,13,4,19,20
3213,MADHYA PRADESH,97,58,56,117,19,0
3214,MADHYA PRADESH,72,158,108,62,19,21
3215,MADHYA PRADESH,3,2,11,6,19,5
3216,MADHYA PRADESH,11,28,10,17,19,4
3217,MADHYA PRADESH,62,92,31,58,19,2
3218,MADHYA PRADESH,74,244,14,52,19,5
3219,MADHYA PRADESH,40,86,18,12,19,24
3220,MADHYA PRADESH,37,60,30,29,19,4
3221,MADHYA PRADESH,57,172,32,107,19,20
3222,MADHYA PRADESH,86,268,45,100,19,5
3223,MADHYA PRADESH,18,64,1,6,19,6
3224,MADHYA PRADESH,40,154,34,88,19,0
3225,MADHYA PRADESH,99,122,141,138,19,0
3226,MADHYA PRADESH,20,64,10,8,19,22
3227,MADHYA PRADESH,41,128,37,60,19,23
3228,MADHYA PRADESH,104,204,97,122,19,24
3229,MADHYA PRADESH,1,6,5,0,19,5
3230,MADHYA PRADESH,77,184,73,82,19,6
3231,MADHYA PRADESH,3,0,18,1,19,24
3232,MADHYA PRADESH,129,74,12,30,19,6
3233,MADHYA PRADESH,33,92,16,25,19,4
3234,MADHYA PRADESH,38,112,19,60,19,4
3235,MADHYA PRADESH,40,122,18,72,19,3
3236,MADHYA PRADESH,44,122,8,6,19,24
3237,MADHYA PRADESH,38,62,35,38,19,23
3238,MADHYA PRADESH,62,64,70,181,19,3
3239,MADHYA PRADESH,34,130,17,21,19,1
3240,MADHYA PRADESH,13,54,16,26,19,24
3241,MADHYA PRADESH,32,66,13,16,19,3
3242,MADHYA PRADESH,46,194,20,70,19,22
3243,MADHYA PRADESH,26,150,22,140,19,23
3244,MADHYA PRADESH,47,148,27,29,19,2
3245,MADHYA PRADESH,53,128,42,74,19,4
3246,MADHYA PRADESH,76,220,49,86,19,20
3247,MADHYA PRADESH,78,150,44,43,19,0
3248,MADHYA PRADESH,23,114,10,24,19,1
3249,MADHYA PRADESH,44,86,21,21,19,4
3250,MADHYA PRADESH,31,146,58,73,19,3
3251,MADHYA PRADESH,13,42,6,27,19,24
3252,MADHYA PRADESH,73,116,30,52,19,23
3253,MADHYA PRADESH,50,94,12,29,19,1
3254,MADHYA PRADESH,42,146,13,39,19,21
3255,MADHYA PRADESH,47,80,23,45,19,21
3256,MADHYA PRADESH,55,148,91,72,19,1
3257,MADHYA PRADESH,18,68,8,11,19,22
3258,MADHYA PRADESH,43,194,31,74,19,0
3259,MADHYA PRADESH,2405,5842,1557,2573,19,1
3260,MAHARASHTRA,92,112,84,206,20,20
3261,MAHARASHTRA,46,42,56,136,20,2
3262,MAHARASHTRA,30,46,15,83,20,22
3263,MAHARASHTRA,78,120,21,93,20,3
3264,MAHARASHTRA,22,52,55,123,20,23
3265,MAHARASHTRA,46,18,30,195,20,4
3266,MAHARASHTRA,62,50,67,417,20,1
3267,MAHARASHTRA,27,30,12,52,20,24
3268,MAHARASHTRA,51,84,33,163,20,22
3269,MAHARASHTRA,61,82,29,116,20,6
3270,MAHARASHTRA,47,30,15,108,20,24
3271,MAHARASHTRA,60,44,24,36,20,21
3272,MAHARASHTRA,29,44,16,41,20,3
3273,MAHARASHTRA,34,30,41,153,20,2
3274,MAHARASHTRA,74,104,37,200,20,5
3275,MAHARASHTRA,37,40,58,176,20,20
3276,MAHARASHTRA,65,52,27,167,20,22
3277,MAHARASHTRA,49,48,36,175,20,6
3278,MAHARASHTRA,212,402,362,261,20,2
3279,MAHARASHTRA,5,4,29,16,20,2
3280,MAHARASHTRA,106,104,184,246,20,23
3281,MAHARASHTRA,9,2,16,4,20,20
3282,MAHARASHTRA,67,102,60,168,20,6
3283,MAHARASHTRA,70,82,85,285,20,24
3284,MAHARASHTRA,27,38,6,65,20,5
3285,MAHARASHTRA,28,42,19,97,20,0
3286,MAHARASHTRA,105,100,42,293,20,21
3287,MAHARASHTRA,51,38,71,110,20,21
3288,MAHARASHTRA,41,44,23,111,20,23
3289,MAHARASHTRA,39,28,31,167,20,6
3290,MAHARASHTRA,106,158,190,474,20,23
3291,MAHARASHTRA,1,0,5,3,20,4
3292,MAHARASHTRA,123,92,75,181,20,22
3293,MAHARASHTRA,41,50,20,140,20,3
3294,MAHARASHTRA,21,54,15,79,20,5
3295,MAHARASHTRA,77,68,41,128,20,24
3296,MAHARASHTRA,59,62,43,144,20,23
3297,MAHARASHTRA,15,8,4,45,20,5
3298,MAHARASHTRA,24,40,38,89,20,20
3299,MAHARASHTRA,97,80,52,193,20,3
3300,MAHARASHTRA,106,120,146,288,20,0
3301,MAHARASHTRA,140,132,86,226,20,5
3302,MAHARASHTRA,45,70,31,71,20,23
3303,MAHARASHTRA,24,24,17,102,20,2
3304,MAHARASHTRA,72,118,64,153,20,23
3305,MAHARASHTRA,2621,3090,2411,6779,20,22
3306,MANIPUR,30,6,0,6,21,22
3307,MANIPUR,20,0,2,0,21,5
3308,MANIPUR,49,0,0,1,21,5
3309,MANIPUR,38,8,1,5,21,4
3310,MANIPUR,49,20,4,12,21,22
3311,MANIPUR,10,0,1,0,21,23
3312,MANIPUR,7,2,0,2,21,20
3313,MANIPUR,46,14,0,9,21,2
3314,MANIPUR,7,0,0,0,21,3
3315,MANIPUR,256,50,8,35,21,1
3316,MEGHALAYA,10,8,7,9,22,6
3317,MEGHALAYA,5,0,2,0,22,5
3318,MEGHALAYA,11,6,5,26,22,0
3319,MEGHALAYA,43,20,8,0,22,4
3320,MEGHALAYA,40,50,55,7,22,23
3321,MEGHALAYA,8,24,7,0,22,6
3322,MEGHALAYA,17,18,11,0,22,24
3323,MEGHALAYA,134,126,95,42,22,0
3324,MIZORAM,4,20,2,9,23,0
3325,MIZORAM,4,10,0,3,23,4
3326,MIZORAM,2,4,0,0,23,3
3327,MIZORAM,3,4,1,5,23,3
3328,MIZORAM,4,12,2,5,23,21
3329,MIZORAM,4,12,0,1,23,6
3330,MIZORAM,2,4,1,10,23,6
3331,MIZORAM,1,8,0,2,23,3
3332,MIZORAM,24,74,6,35,23,21
3333,NAGALAND,23,14,55,0,24,5
3334,NAGALAND,0,0,0,0,24,2
3335,NAGALAND,19,10,12,0,24,20
3336,NAGALAND,3,0,1,0,24,20
3337,NAGALAND,15,2,5,1,24,3
3338,NAGALAND,5,2,0,0,24,4
3339,NAGALAND,2,2,4,0,24,1
3340,NAGALAND,9,2,0,6,24,5
3341,NAGALAND,10,0,2,1,24,4
3342,NAGALAND,1,2,1,0,24,2
3343,NAGALAND,87,34,80,8,24,2
3344,ODISHA,41,56,38,112,25,3
3345,ODISHA,27,86,31,55,25,24
3346,ODISHA,33,42,21,70,25,3
3347,ODISHA,17,12,73,40,25,3
3348,ODISHA,17,74,16,34,25,20
3349,ODISHA,39,74,35,66,25,6
3350,ODISHA,16,14,4,13,25,20
3351,ODISHA,34,58,135,82,25,21
3352,ODISHA,15,32,20,20,25,3
3353,ODISHA,36,16,20,97,25,24
3354,ODISHA,22,18,2,22,25,24
3355,ODISHA,56,52,41,63,25,1
3356,ODISHA,26,28,27,24,25,20
3357,ODISHA,22,40,44,40,25,22
3358,ODISHA,12,38,17,45,25,23
3359,ODISHA,24,60,29,94,25,22
3360,ODISHA,28,40,10,22,25,6
3361,ODISHA,29,46,27,12,25,24
3362,ODISHA,72,72,39,62,25,1
3363,ODISHA,43,114,130,79,25,21
3364,ODISHA,46,90,15,66,25,24
3365,ODISHA,41,14,3,30,25,23
3366,ODISHA,70,204,28,27,25,24
3367,ODISHA,28,34,13,33,25,6
3368,ODISHA,29,36,9,56,25,3
3369,ODISHA,11,12,10,23,25,23
3370,ODISHA,54,62,49,42,25,1
3371,ODISHA,27,34,14,50,25,22
3372,ODISHA,23,34,18,13,25,1
3373,ODISHA,44,30,44,55,25,2
3374,ODISHA,10,8,2,29,25,0
3375,ODISHA,2,2,9,1,25,6
3376,ODISHA,3,2,3,3,25,3
3377,ODISHA,82,64,22,35,25,21
3378,ODISHA,1079,1598,998,1515,25,0
3379,PUNJAB,47,10,4,0,27,20
3380,PUNJAB,11,22,1,1,27,24
3381,PUNJAB,22,48,1,0,27,3
3382,PUNJAB,45,60,4,0,27,6
3383,PUNJAB,17,12,0,0,27,1
3384,PUNJAB,17,12,4,0,27,2
3385,PUNJAB,43,48,0,0,27,24
3386,PUNJAB,5,2,0,0,27,24
3387,PUNJAB,25,32,0,0,27,23
3388,PUNJAB,34,46,5,0,27,1
3389,PUNJAB,15,24,4,0,27,4
3390,PUNJAB,63,74,9,0,27,5
3391,PUNJAB,23,36,2,0,27,0
3392,PUNJAB,7,22,8,0,27,24
3393,PUNJAB,61,84,7,0,27,23
3394,PUNJAB,35,18,4,0,27,3
3395,PUNJAB,23,30,1,0,27,22
3396,PUNJAB,22,18,2,0,27,23
3397,PUNJAB,26,36,2,0,27,5
3398,PUNJAB,13,28,15,0,27,22
3399,PUNJAB,61,38,9,0,27,3
3400,PUNJAB,27,36,1,0,27,20
3401,PUNJAB,33,22,2,0,27,23
3402,PUNJAB,38,38,0,0,27,3
3403,PUNJAB,713,796,85,1,27,24
3404,RAJASTHAN,43,52,33,46,28,22
3405,RAJASTHAN,78,104,42,157,28,1
3406,RAJASTHAN,26,58,9,119,28,24
3407,RAJASTHAN,34,90,9,23,28,20
3408,RAJASTHAN,27,38,3,20,28,3
3409,RAJASTHAN,91,92,23,2,28,1
3410,RAJASTHAN,35,78,43,130,28,23
3411,RAJASTHAN,39,60,14,0,28,5
3412,RAJASTHAN,20,82,8,40,28,5
3413,RAJASTHAN,52,122,30,135,28,24
3414,RAJASTHAN,19,36,8,17,28,3
3415,RAJASTHAN,27,24,7,58,28,5
3416,RAJASTHAN,31,50,16,39,28,5
3417,RAJASTHAN,21,18,9,83,28,20
3418,RAJASTHAN,4,4,9,4,28,5
3419,RAJASTHAN,59,90,17,7,28,20
3420,RAJASTHAN,48,72,11,0,28,2
3421,RAJASTHAN,88,164,49,489,28,5
3422,RAJASTHAN,7,4,3,14,28,23
3423,RAJASTHAN,15,10,2,10,28,20
3424,RAJASTHAN,40,80,21,106,28,0
3425,RAJASTHAN,27,62,7,81,28,4
3426,RAJASTHAN,47,58,52,63,28,23
3427,RAJASTHAN,26,44,5,4,28,1
3428,RAJASTHAN,44,80,43,25,28,5
3429,RAJASTHAN,38,66,11,8,28,6
3430,RAJASTHAN,33,72,14,34,28,5
3431,RAJASTHAN,18,16,7,36,28,1
3432,RAJASTHAN,18,46,12,2,28,5
3433,RAJASTHAN,51,42,7,102,28,0
3434,RAJASTHAN,30,46,16,82,28,3
3435,RAJASTHAN,24,36,7,107,28,20
3436,RAJASTHAN,61,90,43,247,28,22
3437,RAJASTHAN,1221,1986,590,2290,28,3
3438,SIKKIM,5,16,1,7,29,23
3439,SIKKIM,0,2,0,1,29,1
3440,SIKKIM,2,12,3,9,29,5
3441,SIKKIM,1,6,0,2,29,4
3442,SIKKIM,8,36,4,19,29,1
3443,TAMIL NADU,123,86,59,78,30,4
3444,TAMIL NADU,1,0,2,9,30,1
3445,TAMIL NADU,87,66,35,117,30,21
3446,TAMIL NADU,19,12,31,194,30,6
3447,TAMIL NADU,60,64,13,134,30,6
3448,TAMIL NADU,31,14,6,131,30,2
3449,TAMIL NADU,73,34,13,34,30,6
3450,TAMIL NADU,55,44,15,32,30,24
3451,TAMIL NADU,42,36,19,38,30,2
3452,TAMIL NADU,30,26,3,6,30,20
3453,TAMIL NADU,23,12,9,23,30,24
3454,TAMIL NADU,42,20,14,184,30,22
3455,TAMIL NADU,36,48,19,89,30,0
3456,TAMIL NADU,21,10,24,126,30,21
3457,TAMIL NADU,43,24,8,41,30,2
3458,TAMIL NADU,29,0,6,72,30,20
3459,TAMIL NADU,11,26,2,16,30,5
3460,TAMIL NADU,34,38,12,63,30,3
3461,TAMIL NADU,29,28,10,199,30,23
3462,TAMIL NADU,29,10,3,42,30,21
3463,TAMIL NADU,53,104,16,195,30,2
3464,TAMIL NADU,17,8,1,2,30,2
3465,TAMIL NADU,15,4,3,15,30,0
3466,TAMIL NADU,63,18,7,88,30,6
3467,TAMIL NADU,29,6,2,38,30,4
3468,TAMIL NADU,75,54,9,0,30,3
3469,TAMIL NADU,14,4,4,0,30,4
3470,TAMIL NADU,27,30,7,58,30,5
3471,TAMIL NADU,33,52,5,121,30,6
3472,TAMIL NADU,16,8,2,31,30,20
3473,TAMIL NADU,63,34,4,3,30,3
3474,TAMIL NADU,1,0,1,2,30,2
3475,TAMIL NADU,50,38,21,35,30,24
3476,TAMIL NADU,18,2,11,3,30,20
3477,TAMIL NADU,49,45,12,26,30,3
3478,TAMIL NADU,68,98,13,250,30,0
3479,TAMIL NADU,31,38,16,56,30,3
3480,TAMIL NADU,1440,1141,437,2551,30,3
3481,TRIPURA,12,30,5,30,31,22
3482,TRIPURA,27,94,19,30,31,22
3483,TRIPURA,21,84,11,31,31,20
3484,TRIPURA,61,116,26,57,31,21
3485,TRIPURA,121,324,61,148,31,21
3486,UTTAR PRADESH,115,58,71,197,32,5
3487,UTTAR PRADESH,176,122,80,226,32,22
3488,UTTAR PRADESH,144,34,48,120,32,23
3489,UTTAR PRADESH,47,22,25,20,32,0
3490,UTTAR PRADESH,55,18,26,31,32,6
3491,UTTAR PRADESH,84,20,68,109,32,21
3492,UTTAR PRADESH,179,44,27,32,32,1
3493,UTTAR PRADESH,83,26,31,55,32,4
3494,UTTAR PRADESH,50,50,16,44,32,1
3495,UTTAR PRADESH,36,4,14,67,32,20
3496,UTTAR PRADESH,16,12,3,7,32,4
3497,UTTAR PRADESH,65,32,13,29,32,23
3498,UTTAR PRADESH,49,60,22,44,32,21
3499,UTTAR PRADESH,224,96,66,108,32,21
3500,UTTAR PRADESH,25,26,10,19,32,23
3501,UTTAR PRADESH,62,44,20,31,32,2
3502,UTTAR PRADESH,198,66,54,65,32,3
3503,UTTAR PRADESH,29,12,7,9,32,6
3504,UTTAR PRADESH,23,20,1,7,32,6
3505,UTTAR PRADESH,39,14,16,57,32,24
3506,UTTAR PRADESH,145,32,24,74,32,22
3507,UTTAR PRADESH,67,24,25,13,32,23
3508,UTTAR PRADESH,55,22,21,35,32,1
3509,UTTAR PRADESH,70,20,16,16,32,3
3510,UTTAR PRADESH,92,14,16,7,32,3
3511,UTTAR PRADESH,122,34,55,52,32,5
3512,UTTAR PRADESH,15,6,32,13,32,21
3513,UTTAR PRADESH,69,36,41,64,32,1
3514,UTTAR PRADESH,183,48,38,52,32,3
3515,UTTAR PRADESH,48,4,27,68,32,23
3516,UTTAR PRADESH,31,24,16,34,32,0
3517,UTTAR PRADESH,94,48,39,104,32,2
3518,UTTAR PRADESH,48,18,3,19,32,2
3519,UTTAR PRADESH,91,62,24,21,32,4
3520,UTTAR PRADESH,65,24,41,92,32,23
3521,UTTAR PRADESH,66,44,16,39,32,1
3522,UTTAR PRADESH,59,6,10,17,32,1
3523,UTTAR PRADESH,41,26,32,37,32,1
3524,UTTAR PRADESH,50,6,15,16,32,0
3525,UTTAR PRADESH,61,10,11,22,32,20
3526,UTTAR PRADESH,49,16,11,75,32,1
3527,UTTAR PRADESH,150,36,45,94,32,21
3528,UTTAR PRADESH,70,18,19,35,32,2
3529,UTTAR PRADESH,131,90,25,51,32,0
3530,UTTAR PRADESH,41,12,4,74,32,5
3531,UTTAR PRADESH,21,2,0,8,32,5
3532,UTTAR PRADESH,194,102,102,244,32,6
3533,UTTAR PRADESH,30,18,10,30,32,24
3534,UTTAR PRADESH,43,8,0,15,32,20
3535,UTTAR PRADESH,111,10,28,61,32,0
3536,UTTAR PRADESH,90,36,44,93,32,1
3537,UTTAR PRADESH,34,10,20,81,32,20
3538,UTTAR PRADESH,199,74,110,135,32,4
3539,UTTAR PRADESH,50,12,19,18,32,24
3540,UTTAR PRADESH,168,104,65,107,32,0
3541,UTTAR PRADESH,207,88,105,131,32,20
3542,UTTAR PRADESH,59,48,16,14,32,20
3543,UTTAR PRADESH,60,30,17,77,32,1
3544,UTTAR PRADESH,72,52,25,63,32,0
3545,UTTAR PRADESH,69,34,12,44,32,24
3546,UTTAR PRADESH,84,30,34,87,32,21
3547,UTTAR PRADESH,16,6,10,25,32,5
3548,UTTAR PRADESH,139,52,33,35,32,20
3549,UTTAR PRADESH,21,12,9,9,32,23
3550,UTTAR PRADESH,17,8,7,22,32,6
3551,UTTAR PRADESH,142,102,57,70,32,22
3552,UTTAR PRADESH,24,16,5,10,32,3
3553,UTTAR PRADESH,17,2,13,25,32,6
3554,UTTAR PRADESH,57,32,21,20,32,21
3555,UTTAR PRADESH,102,70,25,51,32,21
3556,UTTAR PRADESH,73,16,38,50,32,23
3557,UTTAR PRADESH,5711,2434,2049,3926,32,3
3558,UTTARAKHAND,22,12,17,6,33,6
3559,UTTARAKHAND,10,14,5,0,33,21
3560,UTTARAKHAND,9,8,1,14,33,1
3561,UTTARAKHAND,7,2,6,7,33,3
3562,UTTARAKHAND,42,46,24,108,33,3
3563,UTTARAKHAND,65,64,41,66,33,1
3564,UTTARAKHAND,31,14,19,45,33,0
3565,UTTARAKHAND,17,14,3,11,33,22
3566,UTTARAKHAND,8,14,7,10,33,20
3567,UTTARAKHAND,11,4,3,7,33,1
3568,UTTARAKHAND,11,18,2,15,33,22
3569,UTTARAKHAND,40,42,31,130,33,0
3570,UTTARAKHAND,6,14,0,14,33,21
3571,UTTARAKHAND,279,266,159,433,33,5
3572,WEST BENGAL,168,434,39,203,34,4
3573,WEST BENGAL,131,272,21,246,34,1
3574,WEST BENGAL,27,18,7,69,34,4
3575,WEST BENGAL,53,86,28,72,34,4
3576,WEST BENGAL,47,156,31,189,34,5
3577,WEST BENGAL,110,226,26,209,34,6
3578,WEST BENGAL,33,164,3,20,34,24
3579,WEST BENGAL,27,56,9,24,34,23
3580,WEST BENGAL,50,78,7,23,34,21
3581,WEST BENGAL,58,84,21,337,34,5
3582,WEST BENGAL,50,82,5,78,34,22
3583,WEST BENGAL,31,40,30,63,34,3
3584,WEST BENGAL,7,0,1,12,34,21
3585,WEST BENGAL,87,216,20,53,34,20
3586,WEST BENGAL,2,2,2,3,34,2
3587,WEST BENGAL,43,26,55,183,34,0
3588,WEST BENGAL,61,192,18,64,34,4
3589,WEST BENGAL,115,472,18,139,34,6
3590,WEST BENGAL,100,296,15,233,34,0
3591,WEST BENGAL,79,184,27,184,34,4
3592,WEST BENGAL,42,108,8,155,34,24
3593,WEST BENGAL,61,68,14,43,34,21
3594,WEST BENGAL,20,6,4,3,34,3
3595,WEST BENGAL,2,0,1,0,34,2
3596,WEST BENGAL,49,106,16,30,34,22
3597,WEST BENGAL,1453,3372,426,2635,34,0
3598,A & N ISLANDS,14,8,4,4,0,6
3599,A & N ISLANDS,0,0,0,0,0,24
3600,A & N ISLANDS,14,8,4,4,0,4
3601,CHANDIGARH,18,66,12,43,5,23
3602,CHANDIGARH,18,66,12,43,5,21
3603,D & N HAVELI,7,10,2,18,7,20
3604,D & N HAVELI,7,10,2,18,7,3
3605,DAMAN & DIU,4,4,0,16,8,6
3606,DAMAN & DIU,1,0,0,3,8,0
3607,DAMAN & DIU,5,4,0,19,8,22
3608,DELHI UT,23,40,20,1,9,0
3609,DELHI UT,455,1316,510,61,9,5
3610,DELHI UT,31,118,58,8,9,24
3611,DELHI UT,16,4,6,1,9,2
3612,DELHI UT,1,2,2,0,9,5
3613,DELHI UT,10,12,13,9,9,5
3614,DELHI UT,24,44,34,5,9,1
3615,DELHI UT,51,212,60,6,9,21
3616,DELHI UT,128,380,124,13,9,4
3617,DELHI UT,67,174,93,8,9,2
3618,DELHI UT,47,142,51,9,9,22
3619,DELHI UT,0,0,0,0,9,3
3620,DELHI UT,57,188,49,1,9,22
3621,LAKSHADWEEP,1,0,0,6,18,0
3622,LAKSHADWEEP,1,0,0,6,18,3
3623,PUDUCHERRY,19,12,5,159,26,5
3624,PUDUCHERRY,19,12,5,159,26,22
3625,ANDHRA PRADESH,99,128,17,102,1,24
3626,ANDHRA PRADESH,184,32,28,176,1,23
3627,ANDHRA PRADESH,126,62,19,95,1,4
3628,ANDHRA PRADESH,98,50,15,148,1,23
3629,ANDHRA PRADESH,193,120,86,49,1,22
3630,ANDHRA PRADESH,85,82,29,89,1,3
3631,ANDHRA PRADESH,7,0,5,0,1,22
3632,ANDHRA PRADESH,155,94,19,139,1,22
3633,ANDHRA PRADESH,125,186,99,128,1,23
3634,ANDHRA PRADESH,147,146,22,117,1,22
3635,ANDHRA PRADESH,134,88,19,183,1,20
3636,ANDHRA PRADESH,73,72,2,32,1,0
3637,ANDHRA PRADESH,132,70,6,158,1,24
3638,ANDHRA PRADESH,191,134,28,125,1,4
3639,ANDHRA PRADESH,134,114,28,72,1,4
3640,ANDHRA PRADESH,132,122,31,208,1,24
3641,ANDHRA PRADESH,78,70,21,97,1,20
3642,ANDHRA PRADESH,110,72,43,139,1,2
3643,ANDHRA PRADESH,92,46,30,99,1,5
3644,ANDHRA PRADESH,57,18,7,33,1,3
3645,ANDHRA PRADESH,11,4,8,0,1,1
3646,ANDHRA PRADESH,46,54,2,71,1,6
3647,ANDHRA PRADESH,43,41,34,11,1,6
3648,ANDHRA PRADESH,2,0,2,2,1,23
3649,ANDHRA PRADESH,65,12,6,49,1,0
3650,ANDHRA PRADESH,37,42,27,28,1,21
3651,ANDHRA PRADESH,35,32,8,50,1,2
3652,ANDHRA PRADESH,116,100,19,464,1,22
3653,ANDHRA PRADESH,59,106,19,52,1,24
3654,ANDHRA PRADESH,2766,2097,679,2916,1,1
3655,ARUNACHAL PRADESH,3,8,4,0,2,0
3656,ARUNACHAL PRADESH,2,4,6,1,2,20
3657,ARUNACHAL PRADESH,5,4,0,0,2,6
3658,ARUNACHAL PRADESH,3,2,2,0,2,3
3659,ARUNACHAL PRADESH,4,4,6,2,2,24
3660,ARUNACHAL PRADESH,9,6,12,0,2,4
